CÓDIGO;Acumulado;Semana;PERIODO
MPSP;15;43;202290
MSCF;1;43;202290
MSCF;3;43;202290
MSCM;5;43;202290
MTEM;4;43;202290
MTEM;1;43;202290
MTEM;21;43;202290
PEIN;5;43;202290
PEOG;2;43;202290
PEOG;46;43;202290
PEOG;1;43;202290
PEOG;1;43;202290
PEPA;2;43;202290
PEPA;2;43;202290
PEPA;10;43;202290
PEPA;1;43;202290
PFIL;1;43;202290
PGPC;4;43;202290
PMEM;15;43;202290
PMEM;3;43;202290
PMEM;1;43;202290
PMFA;1;43;202290
PMFA;8;43;202290
POPF;50;43;202290
RCME;1;43;202290
RCME;1;43;202290
CACL;1;44;202290
CAFC;72;44;202290
CAFC;3;44;202290
CBPE;10;44;202290
CCOM;12;44;202290
CDCA;1;44;202290
CDCE;1;44;202290
CDFO;2;44;202290
CDPC;2;44;202290
CEXS;1;44;202290
CEXS;1;44;202290
CFEP;1;44;202290
CFEP;10;44;202290
CGEP;2;44;202290
CGIE;125;44;202290
CGIE;1;44;202290
CGIE;22;44;202290
CGOP;3;44;202290
CIAA;2;44;202290
CICS;2;44;202290
CIMO;28;44;202290
CLEL;3;44;202290
CMDI;8;44;202290
CNEC;1;44;202290
CNEC;2;44;202290
CNRC;1;44;202290
CPDN;3;44;202290
CSEA;1;44;202290
CURV;2;44;202290
DAAG;11;44;202290
DAAG;9;44;202290
DAAM;32;44;202290
DAES;2;44;202290
DAES;1;44;202290
DAPC;2;44;202290
DASD;9;44;202290
DBCD;1;44;202290
DBCD;60;44;202290
DBDG;2;44;202290
DBPE;3;44;202290
DBPE;2;44;202290
DCAA;29;44;202290
DCAA;11;44;202290
DCAA;1;44;202290
DCAL;13;44;202290
DCAL;1;44;202290
DCDG;9;44;202290
DCDG;8;44;202290
DCEC;3;44;202290
DCEC;11;44;202290
DCEC;1;44;202290
DCGE;1;44;202290
DCGE;9;44;202290
DCKR;23;44;202290
DCOL;87;44;202290
DCPA;112;44;202290
DCPA;4;44;202290
DCPA;4;44;202290
DCPA;1;44;202290
DDCO;15;44;202290
DDDD;6;44;202290
DDDD;1;44;202290
DDEC;173;44;202290
DDEI;20;44;202290
DDEI;146;44;202290
DDEP;17;44;202290
DDEP;1;44;202290
DDEP;4;44;202290
DDFU;2;44;202290
DDGE;50;44;202290
DDGP;12;44;202290
DDGP;3;44;202290
DDGP;14;44;202290
DDIN;19;44;202290
DDIN;1;44;202290
DDIP;20;44;202290
DDLE;34;44;202290
DDLE;2;44;202290
DDLE;1;44;202290
DDLE;1;44;202290
DDMA;70;44;202290
DDPC;3;44;202290
DDPD;8;44;202290
DDPD;2;44;202290
DDPD;14;44;202290
DDPD;1;44;202290
DDSC;20;44;202290
DDUC;1;44;202290
DDUC;16;44;202290
DDUC;1;44;202290
DDUD;18;44;202290
DDUD;135;44;202290
DECC;24;44;202290
DEMA;6;44;202290
DEMA;1;44;202290
DEON;18;44;202290
DERA;3;44;202290
DERA;27;44;202290
DERO;28;44;202290
DERO;5;44;202290
DERS;16;44;202290
DERS;2;44;202290
DESG;3;44;202290
DESG;1;44;202290
DESG;1;44;202290
DESP;8;44;202290
DESP;1;44;202290
DEST;1;44;202290
DEST;32;44;202290
DEST;1;44;202290
DEST;2;44;202290
DEST;4;44;202290
DESU;22;44;202290
DESU;1;44;202290
DETR;9;44;202290
DEVS;49;44;202290
DEXS;31;44;202290
DEXS;2;44;202290
DFCL;44;44;202290
DFDP;32;44;202290
DFKM;19;44;202290
DFKM;2;44;202290
DFNF;38;44;202290
DFNF;1;44;202290
DFUT;27;44;202290
DFUT;1;44;202290
DGAS;42;44;202290
DGCE;71;44;202290
DGCE;1;44;202290
DGCE;1;44;202290
DGCS;14;44;202290
DGCS;129;44;202290
DGCU;11;44;202290
DGGE;15;44;202290
DGGE;1;44;202290
DGGE;2;44;202290
DGLD;2;44;202290
DGOL;1;44;202290
DGOL;58;44;202290
DGOS;288;44;202290
DHDS;40;44;202290
DHGE;5;44;202290
DHGE;6;44;202290
DIDS;14;44;202290
DIFI;1;44;202290
DIGP;4;44;202290
DIND;28;44;202290
DIND;2;44;202290
DIND;3;44;202290
DIND;1;44;202290
DIOD;15;44;202290
DIPH;91;44;202290
DIPP;1;44;202290
DIQP;5;44;202290
DIQP;39;44;202290
DIQP;2;44;202290
DISI;38;44;202290
DISI;1;44;202290
DISM;9;44;202290
DITD;2;44;202290
DKAD;21;44;202290
DKAD;1;44;202290
DLDP;1;44;202290
DLDP;4;44;202290
DLGP;1;44;202290
DLGP;1;44;202290
DLGP;72;44;202290
DLGP;3;44;202290
DLIP;3;44;202290
DMBU;17;44;202290
DMBU;154;44;202290
DMCE;19;44;202290
DMCE;1;44;202290
DMDC;3;44;202290
DMDC;83;44;202290
DMDC;1;44;202290
DMOR;15;44;202290
DMSM;72;44;202290
DMSU;23;44;202290
DMTT;20;44;202290
DMTT;1;44;202290
DNDF;17;44;202290
DNDF;18;44;202290
DNEE;88;44;202290
DNEI;1;44;202290
DNEI;8;44;202290
DNEO;9;44;202290
DNEO;3;44;202290
DNNA;8;44;202290
DOCB;4;44;202290
DOCI;8;44;202290
DOCM;3;44;202290
DODE;19;44;202290
DODE;7;44;202290
DODE;1;44;202290
DODP;1;44;202290
DODP;20;44;202290
DOFI;4;44;202290
DOIA;1;44;202290
DOIA;4;44;202290
DOPI;5;44;202290
DOPI;34;44;202290
DOPS;97;44;202290
DORE;1;44;202290
DORE;12;44;202290
DPAD;1;44;202290
DPAD;7;44;202290
DPCI;107;44;202290
DPEA;23;44;202290
DPEN;1;44;202290
DPEN;24;44;202290
DPPC;13;44;202290
DPPC;3;44;202290
DPSM;6;44;202290
DPSU;1;44;202290
DPSU;21;44;202290
DRET;8;44;202290
DRET;6;44;202290
DRNA;9;44;202290
DRNA;1;44;202290
DSAP;1;44;202290
DSAP;99;44;202290
DSCE;23;44;202290
DSCE;1;44;202290
DSCE;4;44;202290
DSCE;2;44;202290
DSFC;82;44;202290
DSMP;20;44;202290
DSMP;1;44;202290
DSMP;2;44;202290
DSVE;63;44;202290
DTCG;1;44;202290
DTDI;15;44;202290
DTMA;37;44;202290
DURP;156;44;202290
DVMP;29;44;202290
DVMP;33;44;202290
ECNE;2;44;202290
EMAN;10;44;202290
EMCG;4;44;202290
EMCT;1;44;202290
EMFL;3;44;202290
EMMI;14;44;202290
EMMI;1;44;202290
EMNE;4;44;202290
EMNE;1;44;202290
EMOT;8;44;202290
EMPE;4;44;202290
EMPS;3;44;202290
EMRA;6;44;202290
EOCM;4;44;202290
EOEN;1;44;202290
EOEN;10;44;202290
EOIM;1;44;202290
EOIM;5;44;202290
EOIO;1;44;202290
EOIO;10;44;202290
EOOP;8;44;202290
EOOR;6;44;202290
EOPE;8;44;202290
EORO;2;44;202290
EORO;11;44;202290
EORO;1;44;202290
EOTT;2;44;202290
EOTT;6;44;202290
MADP;1;44;202290
MADP;5;44;202290
MAEC;1;44;202290
MAFM;10;44;202290
MAGS;1;44;202290
MAGS;37;44;202290
MAGS;1;44;202290
MDAD;1;44;202290
MDAD;1;44;202290
MDAD;23;44;202290
MDDE;2;44;202290
MDDE;35;44;202290
MDDE;1;44;202290
MDGE;1;44;202290
MDGE;27;44;202290
MDGE;1;44;202290
MDPE;23;44;202290
MDPE;1;44;202290
MDRC;1;44;202290
MDRC;24;44;202290
MDTR;36;44;202290
MEDU;14;44;202290
MEMG;1;44;202290
MEMG;21;44;202290
MEPI;15;44;202290
MEPI;1;44;202290
MEPI;2;44;202290
MESP;2;44;202290
MESP;11;44;202290
MESP;1;44;202290
MFIA;1;44;202290
MFIA;25;44;202290
MFIL;1;44;202290
MHGP;1;44;202290
MHGP;1;44;202290
MHGP;8;44;202290
MNPP;1;44;202290
MNPP;7;44;202290
MPSP;1;44;202290
MPSP;15;44;202290
MSCF;1;44;202290
MSCF;3;44;202290
MSCM;5;44;202290
MTEM;4;44;202290
MTEM;1;44;202290
MTEM;21;44;202290
PEIN;5;44;202290
PEOG;2;44;202290
PEOG;46;44;202290
PEOG;1;44;202290
PEOG;1;44;202290
PEPA;2;44;202290
PEPA;2;44;202290
PEPA;10;44;202290
PEPA;1;44;202290
PFIL;1;44;202290
PGPC;4;44;202290
PMEM;15;44;202290
PMEM;3;44;202290
PMEM;1;44;202290
PMFA;2;44;202290
PMFA;14;44;202290
POPF;52;44;202290
RCME;1;44;202290
RCME;1;44;202290
CACL;1;45;202290
CAFC;72;45;202290
CAFC;3;45;202290
CBPE;10;45;202290
CCOM;12;45;202290
CDCA;1;45;202290
CDCE;1;45;202290
CDFO;2;45;202290
CDPC;2;45;202290
CEXS;1;45;202290
CEXS;1;45;202290
CFEP;1;45;202290
CFEP;10;45;202290
CGEP;2;45;202290
CGIE;129;45;202290
CGIE;1;45;202290
CGIE;22;45;202290
CGOP;3;45;202290
CIAA;2;45;202290
CICS;2;45;202290
CIMO;30;45;202290
CLEL;3;45;202290
CMDI;8;45;202290
CNEC;1;45;202290
CNEC;2;45;202290
CNRC;1;45;202290
CPDN;3;45;202290
CSEA;1;45;202290
CURV;2;45;202290
DAAG;11;45;202290
DAAG;9;45;202290
DAAM;32;45;202290
DAES;2;45;202290
DAES;1;45;202290
DAPC;2;45;202290
DASD;9;45;202290
DBCD;1;45;202290
DBCD;62;45;202290
DBDG;2;45;202290
DBPE;3;45;202290
DBPE;2;45;202290
DCAA;29;45;202290
DCAA;13;45;202290
DCAA;1;45;202290
DCAL;13;45;202290
DCAL;1;45;202290
DCDG;9;45;202290
DCDG;11;45;202290
DCEC;3;45;202290
DCEC;11;45;202290
DCEC;1;45;202290
DCGE;1;45;202290
DCGE;9;45;202290
DCKR;23;45;202290
DCOL;88;45;202290
DCPA;112;45;202290
DCPA;4;45;202290
DCPA;4;45;202290
DCPA;1;45;202290
DDCO;15;45;202290
DDDD;6;45;202290
DDDD;1;45;202290
DDEC;179;45;202290
DDEI;20;45;202290
DDEI;147;45;202290
DDEP;17;45;202290
DDEP;1;45;202290
DDEP;4;45;202290
DDFU;2;45;202290
DDGE;53;45;202290
DDGP;12;45;202290
DDGP;3;45;202290
DDGP;14;45;202290
DDIN;19;45;202290
DDIN;1;45;202290
DDIP;20;45;202290
DDLE;34;45;202290
DDLE;2;45;202290
DDLE;1;45;202290
DDLE;1;45;202290
DDMA;74;45;202290
DDPC;4;45;202290
DDPD;8;45;202290
DDPD;2;45;202290
DDPD;14;45;202290
DDPD;1;45;202290
DDSC;20;45;202290
DDUC;1;45;202290
DDUC;20;45;202290
DDUC;1;45;202290
DDUD;18;45;202290
DDUD;137;45;202290
DECC;24;45;202290
DEMA;7;45;202290
DEMA;1;45;202290
DEON;19;45;202290
DERA;3;45;202290
DERA;27;45;202290
DERO;28;45;202290
DERO;5;45;202290
DERS;16;45;202290
DERS;2;45;202290
DESG;3;45;202290
DESG;1;45;202290
DESG;1;45;202290
DESP;8;45;202290
DESP;1;45;202290
DEST;1;45;202290
DEST;32;45;202290
DEST;1;45;202290
DEST;2;45;202290
DEST;4;45;202290
DESU;22;45;202290
DESU;1;45;202290
DETR;9;45;202290
DEVS;50;45;202290
DEXS;31;45;202290
DEXS;2;45;202290
DFCL;44;45;202290
DFDP;32;45;202290
DFKM;19;45;202290
DFKM;2;45;202290
DFNF;38;45;202290
DFNF;1;45;202290
DFUT;27;45;202290
DFUT;1;45;202290
DGAS;42;45;202290
DGCE;74;45;202290
DGCE;1;45;202290
DGCE;2;45;202290
DGCS;14;45;202290
DGCS;134;45;202290
DGCU;11;45;202290
DGGE;15;45;202290
DGGE;1;45;202290
DGGE;2;45;202290
DGLD;2;45;202290
DGOL;1;45;202290
DGOL;58;45;202290
DGOS;288;45;202290
DHDS;40;45;202290
DHGE;5;45;202290
DHGE;7;45;202290
DIDS;14;45;202290
DIFI;1;45;202290
DIGP;4;45;202290
DIND;28;45;202290
DIND;2;45;202290
DIND;3;45;202290
DIND;1;45;202290
DIOD;15;45;202290
DIPH;93;45;202290
DIPP;1;45;202290
DIQP;5;45;202290
DIQP;39;45;202290
DIQP;2;45;202290
DISI;38;45;202290
DISI;1;45;202290
DISM;9;45;202290
DITD;3;45;202290
DKAD;21;45;202290
DKAD;1;45;202290
DLDP;1;45;202290
DLDP;4;45;202290
DLGP;1;45;202290
DLGP;1;45;202290
DLGP;75;45;202290
DLGP;3;45;202290
DLIP;3;45;202290
DMBU;17;45;202290
DMBU;156;45;202290
DMCE;19;45;202290
DMCE;1;45;202290
DMDC;3;45;202290
DMDC;83;45;202290
DMDC;1;45;202290
DMOR;15;45;202290
DMSM;75;45;202290
DMSU;23;45;202290
DMTT;20;45;202290
DMTT;1;45;202290
DNDF;17;45;202290
DNDF;19;45;202290
DNEE;90;45;202290
DNEI;1;45;202290
DNEI;8;45;202290
DNEO;9;45;202290
DNEO;3;45;202290
DNNA;9;45;202290
DOCB;4;45;202290
DOCI;8;45;202290
DOCM;3;45;202290
DODE;19;45;202290
DODE;7;45;202290
DODE;1;45;202290
DODP;1;45;202290
DODP;20;45;202290
DOFI;4;45;202290
DOIA;1;45;202290
DOIA;4;45;202290
DOPI;5;45;202290
DOPI;34;45;202290
DOPS;97;45;202290
DORE;2;45;202290
DORE;12;45;202290
DPAD;1;45;202290
DPAD;7;45;202290
DPCI;110;45;202290
DPEA;23;45;202290
DPEN;1;45;202290
DPEN;24;45;202290
DPPC;13;45;202290
DPPC;3;45;202290
DPSM;7;45;202290
DPSU;1;45;202290
DPSU;21;45;202290
DRET;8;45;202290
DRET;6;45;202290
DRNA;9;45;202290
DRNA;1;45;202290
DSAP;1;45;202290
DSAP;99;45;202290
DSCE;23;45;202290
DSCE;1;45;202290
DSCE;4;45;202290
DSCE;2;45;202290
DSFC;82;45;202290
DSMP;20;45;202290
DSMP;1;45;202290
DSMP;2;45;202290
DSVE;63;45;202290
DTCG;1;45;202290
DTDI;15;45;202290
DTMA;38;45;202290
DURP;157;45;202290
DVMP;29;45;202290
DVMP;35;45;202290
ECNE;2;45;202290
EMAN;10;45;202290
EMCG;4;45;202290
EMCT;1;45;202290
EMFL;3;45;202290
EMMI;14;45;202290
EMMI;1;45;202290
EMNE;4;45;202290
EMNE;1;45;202290
EMOT;8;45;202290
EMPE;4;45;202290
EMPS;3;45;202290
EMRA;6;45;202290
EOCM;4;45;202290
EOEN;1;45;202290
EOEN;10;45;202290
EOIM;1;45;202290
EOIM;5;45;202290
EOIO;1;45;202290
EOIO;10;45;202290
EOOP;8;45;202290
EOOR;6;45;202290
EOPE;8;45;202290
EORO;2;45;202290
EORO;11;45;202290
EORO;1;45;202290
EOTT;2;45;202290
EOTT;6;45;202290
MADP;1;45;202290
MADP;11;45;202290
MAEC;1;45;202290
MAFM;12;45;202290
MAGS;1;45;202290
MAGS;37;45;202290
MAGS;1;45;202290
MDAD;1;45;202290
MDAD;1;45;202290
MDAD;23;45;202290
MDDE;2;45;202290
MDDE;35;45;202290
MDDE;1;45;202290
MDGE;1;45;202290
MDGE;27;45;202290
MDGE;1;45;202290
MDPE;23;45;202290
MDPE;1;45;202290
MDRC;1;45;202290
MDRC;24;45;202290
MDTR;36;45;202290
MEDU;14;45;202290
MEMG;1;45;202290
MEMG;22;45;202290
MEPI;15;45;202290
MEPI;1;45;202290
MEPI;2;45;202290
MESP;2;45;202290
MESP;11;45;202290
MESP;1;45;202290
MFIA;1;45;202290
MFIA;31;45;202290
MFIA;1;45;202290
MFIL;1;45;202290
MHGP;1;45;202290
MHGP;1;45;202290
MHGP;8;45;202290
MNPP;1;45;202290
MNPP;7;45;202290
MPSP;1;45;202290
MPSP;15;45;202290
MSCF;1;45;202290
MSCF;3;45;202290
MSCM;5;45;202290
MTEM;4;45;202290
MTEM;1;45;202290
MTEM;21;45;202290
PEIN;5;45;202290
PEOG;2;45;202290
PEOG;46;45;202290
PEOG;1;45;202290
PEOG;1;45;202290
PEPA;2;45;202290
PEPA;2;45;202290
PEPA;10;45;202290
PEPA;1;45;202290
PFIL;1;45;202290
PGPC;4;45;202290
PMEM;15;45;202290
PMEM;3;45;202290
PMEM;1;45;202290
PMFA;2;45;202290
PMFA;16;45;202290
POPF;53;45;202290
RCME;3;45;202290
RCME;1;45;202290
CACL;1;46;202290
CAFC;72;46;202290
CAFC;3;46;202290
CBPE;10;46;202290
CCOM;12;46;202290
CDCA;1;46;202290
CDCE;1;46;202290
CDFO;2;46;202290
CDPC;2;46;202290
CEXS;1;46;202290
CEXS;1;46;202290
CFEP;1;46;202290
CFEP;10;46;202290
CGEP;2;46;202290
CGIE;137;46;202290
CGIE;1;46;202290
CGIE;22;46;202290
CGOP;3;46;202290
CIAA;2;46;202290
CICS;2;46;202290
CIMO;30;46;202290
CLEL;3;46;202290
CMDI;8;46;202290
CNEC;1;46;202290
CNEC;2;46;202290
CNRC;1;46;202290
CPDN;3;46;202290
CSEA;1;46;202290
CURV;2;46;202290
DAAG;11;46;202290
DAAG;9;46;202290
DAAM;32;46;202290
DAES;2;46;202290
DAES;1;46;202290
DAPC;2;46;202290
DASD;9;46;202290
DBCD;1;46;202290
DBCD;69;46;202290
DBDG;7;46;202290
DBPE;3;46;202290
DBPE;2;46;202290
DCAA;29;46;202290
DCAA;15;46;202290
DCAA;1;46;202290
DCAL;13;46;202290
DCAL;1;46;202290
DCDG;13;46;202290
DCDG;12;46;202290
DCEC;4;46;202290
DCEC;12;46;202290
DCEC;1;46;202290
DCGE;1;46;202290
DCGE;10;46;202290
DCKR;23;46;202290
DCOL;88;46;202290
DCPA;112;46;202290
DCPA;4;46;202290
DCPA;4;46;202290
DCPA;1;46;202290
DDCO;15;46;202290
DDDD;6;46;202290
DDDD;1;46;202290
DDEC;179;46;202290
DDEI;20;46;202290
DDEI;147;46;202290
DDEP;17;46;202290
DDEP;1;46;202290
DDEP;4;46;202290
DDFU;2;46;202290
DDGE;53;46;202290
DDGP;12;46;202290
DDGP;3;46;202290
DDGP;15;46;202290
DDIN;19;46;202290
DDIN;1;46;202290
DDIP;20;46;202290
DDLE;34;46;202290
DDLE;2;46;202290
DDLE;1;46;202290
DDLE;1;46;202290
DDMA;74;46;202290
DDPC;10;46;202290
DDPD;8;46;202290
DDPD;2;46;202290
DDPD;15;46;202290
DDPD;1;46;202290
DDSC;20;46;202290
DDUC;1;46;202290
DDUC;26;46;202290
DDUC;1;46;202290
DDUD;18;46;202290
DDUD;137;46;202290
DECC;24;46;202290
DEMA;9;46;202290
DEMA;1;46;202290
DEON;21;46;202290
DERA;3;46;202290
DERA;27;46;202290
DERO;28;46;202290
DERO;5;46;202290
DERS;16;46;202290
DERS;2;46;202290
DESG;3;46;202290
DESG;1;46;202290
DESG;1;46;202290
DESP;8;46;202290
DESP;1;46;202290
DEST;1;46;202290
DEST;32;46;202290
DEST;1;46;202290
DEST;2;46;202290
DEST;4;46;202290
DESU;22;46;202290
DESU;1;46;202290
DETR;9;46;202290
DEVS;50;46;202290
DEXS;34;46;202290
DEXS;2;46;202290
DFCL;44;46;202290
DFDP;32;46;202290
DFKM;19;46;202290
DFKM;2;46;202290
DFNF;38;46;202290
DFNF;1;46;202290
DFUT;27;46;202290
DFUT;1;46;202290
DGAS;42;46;202290
DGCE;78;46;202290
DGCE;1;46;202290
DGCE;2;46;202290
DGCS;14;46;202290
DGCS;134;46;202290
DGCU;11;46;202290
DGGE;15;46;202290
DGGE;1;46;202290
DGGE;2;46;202290
DGLD;2;46;202290
DGOL;1;46;202290
DGOL;65;46;202290
DGOS;288;46;202290
DHDS;40;46;202290
DHGE;5;46;202290
DHGE;10;46;202290
DIDS;14;46;202290
DIFI;1;46;202290
DIGP;4;46;202290
DIND;28;46;202290
DIND;2;46;202290
DIND;3;46;202290
DIND;1;46;202290
DIOD;15;46;202290
DIPH;93;46;202290
DIPP;1;46;202290
DIQP;5;46;202290
DIQP;39;46;202290
DIQP;2;46;202290
DISI;38;46;202290
DISI;1;46;202290
DISM;9;46;202290
DITD;3;46;202290
DKAD;21;46;202290
DKAD;1;46;202290
DLDP;1;46;202290
DLDP;4;46;202290
DLGP;1;46;202290
DLGP;1;46;202290
DLGP;80;46;202290
DLGP;3;46;202290
DLIP;3;46;202290
DMBU;17;46;202290
DMBU;156;46;202290
DMCE;19;46;202290
DMCE;1;46;202290
DMDC;3;46;202290
DMDC;93;46;202290
DMDC;1;46;202290
DMOR;15;46;202290
DMSM;75;46;202290
DMSU;23;46;202290
DMTT;20;46;202290
DMTT;1;46;202290
DNDF;17;46;202290
DNDF;19;46;202290
DNEE;90;46;202290
DNEI;1;46;202290
DNEI;9;46;202290
DNEO;9;46;202290
DNEO;3;46;202290
DNNA;9;46;202290
DOCB;4;46;202290
DOCI;8;46;202290
DOCM;3;46;202290
DODE;19;46;202290
DODE;7;46;202290
DODE;1;46;202290
DODP;1;46;202290
DODP;20;46;202290
DOFI;4;46;202290
DOIA;1;46;202290
DOIA;4;46;202290
DOPI;5;46;202290
DOPI;34;46;202290
DOPS;97;46;202290
DORE;2;46;202290
DORE;12;46;202290
DPAD;1;46;202290
DPAD;7;46;202290
DPCI;110;46;202290
DPEA;23;46;202290
DPEN;1;46;202290
DPEN;24;46;202290
DPPC;13;46;202290
DPPC;3;46;202290
DPSM;9;46;202290
DPSU;1;46;202290
DPSU;21;46;202290
DRET;8;46;202290
DRET;6;46;202290
DRNA;9;46;202290
DRNA;1;46;202290
DSAP;1;46;202290
DSAP;99;46;202290
DSCE;23;46;202290
DSCE;1;46;202290
DSCE;4;46;202290
DSCE;2;46;202290
DSFC;82;46;202290
DSMP;20;46;202290
DSMP;1;46;202290
DSMP;2;46;202290
DSVE;63;46;202290
DTCG;1;46;202290
DTDI;15;46;202290
DTMA;38;46;202290
DURP;157;46;202290
DVMP;29;46;202290
DVMP;35;46;202290
ECNE;3;46;202290
EMAN;10;46;202290
EMCG;4;46;202290
EMCT;1;46;202290
EMFL;3;46;202290
EMMI;14;46;202290
EMMI;1;46;202290
EMNE;4;46;202290
EMNE;1;46;202290
EMOT;9;46;202290
EMPE;4;46;202290
EMPS;3;46;202290
EMRA;6;46;202290
EOCM;4;46;202290
EOEN;1;46;202290
EOEN;10;46;202290
EOIM;1;46;202290
EOIM;5;46;202290
EOIO;1;46;202290
EOIO;10;46;202290
EOOP;8;46;202290
EOOR;6;46;202290
EOPE;8;46;202290
EORO;2;46;202290
EORO;11;46;202290
EORO;1;46;202290
EOTT;2;46;202290
EOTT;6;46;202290
MADP;1;46;202290
MADP;16;46;202290
MAEC;1;46;202290
MAFM;13;46;202290
MAGS;1;46;202290
MAGS;37;46;202290
MAGS;1;46;202290
MDAD;1;46;202290
MDAD;1;46;202290
MDAD;23;46;202290
MDDE;2;46;202290
MDDE;35;46;202290
MDDE;1;46;202290
MDGE;1;46;202290
MDGE;27;46;202290
MDGE;1;46;202290
MDPE;23;46;202290
MDPE;1;46;202290
MDRC;1;46;202290
MDRC;24;46;202290
MDTR;36;46;202290
MEDU;14;46;202290
MEMG;1;46;202290
MEMG;22;46;202290
MEPI;15;46;202290
MEPI;1;46;202290
MEPI;2;46;202290
MESP;2;46;202290
MESP;11;46;202290
MESP;1;46;202290
MFIA;1;46;202290
MFIA;36;46;202290
MFIA;1;46;202290
MFIL;1;46;202290
MHGP;1;46;202290
MHGP;1;46;202290
MHGP;9;46;202290
MNPP;1;46;202290
MNPP;7;46;202290
MPSP;1;46;202290
MPSP;15;46;202290
MSCF;1;46;202290
MSCF;3;46;202290
MSCM;5;46;202290
MTEM;4;46;202290
MTEM;1;46;202290
MTEM;21;46;202290
PEIN;5;46;202290
PEOG;2;46;202290
PEOG;46;46;202290
PEOG;1;46;202290
PEOG;1;46;202290
PEPA;2;46;202290
PEPA;2;46;202290
PEPA;10;46;202290
PEPA;1;46;202290
PFIL;1;46;202290
PGPC;4;46;202290
PMEM;15;46;202290
PMEM;3;46;202290
PMEM;1;46;202290
PMFA;2;46;202290
PMFA;19;46;202290
POPF;56;46;202290
RCME;3;46;202290
RCME;1;46;202290
CACL;1;47;202290
CAFC;72;47;202290
CAFC;3;47;202290
CBPE;10;47;202290
CCOM;12;47;202290
CDCA;1;47;202290
CDCE;1;47;202290
CDFO;2;47;202290
CDPC;2;47;202290
CEXS;1;47;202290
CEXS;1;47;202290
CFEP;1;47;202290
CFEP;10;47;202290
CGEP;2;47;202290
CGIE;142;47;202290
CGIE;1;47;202290
CGIE;22;47;202290
CGOP;3;47;202290
CIAA;3;47;202290
CICS;2;47;202290
CIMO;30;47;202290
CLEL;4;47;202290
CMDI;8;47;202290
CNEC;1;47;202290
CNEC;2;47;202290
CNRC;3;47;202290
CNRC;1;47;202290
CPDN;3;47;202290
CSEA;1;47;202290
CURV;3;47;202290
DAAG;11;47;202290
DAAG;9;47;202290
DAAM;33;47;202290
DAES;2;47;202290
DAES;1;47;202290
DAPC;2;47;202290
DASD;9;47;202290
DBCD;1;47;202290
DBCD;73;47;202290
DBDG;7;47;202290
DBPE;3;47;202290
DBPE;2;47;202290
DCAA;29;47;202290
DCAA;15;47;202290
DCAA;1;47;202290
DCAL;14;47;202290
DCAL;1;47;202290
DCDG;13;47;202290
DCDG;12;47;202290
DCEC;4;47;202290
DCEC;15;47;202290
DCEC;1;47;202290
DCGE;1;47;202290
DCGE;10;47;202290
DCKR;23;47;202290
DCOL;97;47;202290
DCPA;112;47;202290
DCPA;4;47;202290
DCPA;4;47;202290
DCPA;1;47;202290
DDCO;15;47;202290
DDDD;6;47;202290
DDDD;1;47;202290
DDEC;185;47;202290
DDEI;20;47;202290
DDEI;154;47;202290
DDEP;17;47;202290
DDEP;1;47;202290
DDEP;4;47;202290
DDFU;2;47;202290
DDGE;59;47;202290
DDGP;12;47;202290
DDGP;3;47;202290
DDGP;15;47;202290
DDIN;19;47;202290
DDIN;1;47;202290
DDIP;21;47;202290
DDLE;34;47;202290
DDLE;2;47;202290
DDLE;1;47;202290
DDLE;1;47;202290
DDMA;80;47;202290
DDPC;12;47;202290
DDPC;1;47;202290
DDPD;8;47;202290
DDPD;2;47;202290
DDPD;18;47;202290
DDPD;1;47;202290
DDSC;20;47;202290
DDUC;1;47;202290
DDUC;29;47;202290
DDUC;1;47;202290
DDUD;18;47;202290
DDUD;142;47;202290
DECC;24;47;202290
DEMA;10;47;202290
DEMA;1;47;202290
DEON;22;47;202290
DERA;3;47;202290
DERA;27;47;202290
DERO;28;47;202290
DERO;5;47;202290
DERS;16;47;202290
DERS;2;47;202290
DESG;3;47;202290
DESG;1;47;202290
DESG;1;47;202290
DESP;8;47;202290
DESP;1;47;202290
DEST;1;47;202290
DEST;32;47;202290
DEST;1;47;202290
DEST;2;47;202290
DEST;4;47;202290
DESU;22;47;202290
DESU;1;47;202290
DETR;9;47;202290
DEVS;53;47;202290
DEXS;34;47;202290
DEXS;3;47;202290
DFCL;48;47;202290
DFDP;32;47;202290
DFKM;19;47;202290
DFKM;2;47;202290
DFNF;38;47;202290
DFNF;1;47;202290
DFUT;27;47;202290
DFUT;1;47;202290
DGAS;43;47;202290
DGCE;81;47;202290
DGCE;1;47;202290
DGCE;2;47;202290
DGCS;14;47;202290
DGCS;143;47;202290
DGCU;11;47;202290
DGGE;15;47;202290
DGGE;1;47;202290
DGGE;2;47;202290
DGLD;3;47;202290
DGOL;1;47;202290
DGOL;67;47;202290
DGOS;300;47;202290
DHDS;42;47;202290
DHGE;5;47;202290
DHGE;10;47;202290
DIDS;14;47;202290
DIFI;1;47;202290
DIGP;4;47;202290
DIND;28;47;202290
DIND;2;47;202290
DIND;3;47;202290
DIND;1;47;202290
DIOD;15;47;202290
DIPH;99;47;202290
DIPP;1;47;202290
DIQP;5;47;202290
DIQP;39;47;202290
DIQP;2;47;202290
DISI;38;47;202290
DISI;1;47;202290
DISM;9;47;202290
DITD;4;47;202290
DKAD;21;47;202290
